iter	Logloss
392	0.4268958896
393	0.4261680722
394	0.4256048806
395	0.4253904692
396	0.425212855
397	0.4246568712
398	0.4243066694
399	0.4240548721
400	0.4235400853
401	0.4227212487
402	0.422455492
403	0.4220975534
404	0.4217843251
405	0.421389995
406	0.4208995836
407	0.4203904597
408	0.4198628342
409	0.4194496772
410	0.4190102513
411	0.4182044974
412	0.4177870593
413	0.4174340543
414	0.4170147107
415	0.4167116479
416	0.4163614622
417	0.4161068401
418	0.4156173289
419	0.4153994558
420	0.4152436651
421	0.4151244784
422	0.4147787163
423	0.4144017598
424	0.4141282282
425	0.4137973266
426	0.4134751768
427	0.4129136396
428	0.4126322925
429	0.4123426815
430	0.4119401644
431	0.4113586722
432	0.4111237238
433	0.4105102411
434	0.4100175117
435	0.4098162095
436	0.409324431
437	0.4088873272
438	0.408456579
439	0.4080474958
440	0.4073611031
441	0.4070097225
442	0.4064049091
443	0.4056950021
444	0.4054799269
445	0.404966007
446	0.4047030651
447	0.4043784112
448	0.4038623672
449	0.4031924004
450	0.4029657553
451	0.4026764229
452	0.402111948
453	0.4016350511
454	0.4014216817
455	0.4011131337
456	0.4008026908
457	0.4004639169
458	0.4003177094
459	0.3999238349
460	0.399421003
461	0.3990716754
462	0.3988093191
463	0.3985606933
464	0.3980328035
465	0.3976941613
466	0.3974769111
467	0.396930457
468	0.3962988746
469	0.3959503925
470	0.3954496004
471	0.3951746795
472	0.3948190793
473	0.3945384849
474	0.3942286038
475	0.3936994753
476	0.3932629375
477	0.3927412788
478	0.3923731568
479	0.3918039896
480	0.3914219621
481	0.39108252
482	0.3904243566
483	0.3898127295
484	0.3893973051
485	0.389019959
486	0.3888460987
487	0.3884054468
488	0.3880039154
489	0.3873514273
490	0.3868681036
491	0.3863007142
492	0.3858486897
493	0.3855734035
494	0.3851988825
495	0.38483285
496	0.384490873
497	0.3840681048
498	0.3837728205
499	0.383519311
500	0.3829258251
501	0.3822674248
502	0.3819517971
503	0.3815933796
504	0.3809955898
505	0.3806400918
506	0.3801012779
507	0.3798969479
508	0.3794616793
509	0.3789763259
510	0.3786972895
511	0.378544346
512	0.3781860059
513	0.377881209
514	0.3773428259
515	0.3770655491
516	0.3766018852
517	0.3762926093
518	0.3758956694
519	0.3755394306
520	0.3754143953
521	0.3748445177
522	0.3745664148
523	0.3742068707
524	0.3739139812
525	0.3735152392
526	0.3732443375
527	0.3731083309
528	0.3726279263
529	0.3724452884
530	0.3720568274
531	0.3716833636
532	0.3713795312
533	0.3709826191
534	0.3707781101
535	0.3704398671
536	0.3702330994
537	0.3699445569
538	0.3697411789
539	0.3692971349
540	0.3690841116
541	0.368700641
542	0.3685148897
543	0.3680808961
544	0.36762645
545	0.3672857606
546	0.3671616697
547	0.3668824974
548	0.3664385205
549	0.3661407242
550	0.3659003182
551	0.3655363713
552	0.3652082031
553	0.3649089537
554	0.3644516151
555	0.3642664611
556	0.3638630143
557	0.3634768089
558	0.3630430761
559	0.3625357343
560	0.3620047172
561	0.3615758208
562	0.3612531243
563	0.3608602058
564	0.3606225628
565	0.3603787677
566	0.3602337234
567	0.3599915172
568	0.3598815662
569	0.3595135346
570	0.3592034369
571	0.358881406
572	0.3586749363
573	0.3583526211
574	0.3579077455
575	0.3574788404
576	0.3571771311
577	0.3565919637
578	0.3563678254
579	0.3561389886
580	0.3557952442
581	0.3554903888
582	0.3553429964
583	0.3549661504
584	0.3548280073
585	0.354684613
586	0.3544021507
587	0.3541132348
588	0.3537403335
589	0.3533694039
590	0.3531752243
591	0.3529282201
592	0.3526267722
593	0.3522119401
594	0.3519289577
595	0.3514061185
596	0.3511967123
597	0.3509705827
598	0.3508990837
599	0.3507910159
600	0.3506041934
601	0.3501465383
602	0.3499901754
603	0.3496409199
604	0.3492427937
605	0.3490301589
606	0.3487368383
607	0.3484378953
608	0.3479539244
609	0.3477627921
610	0.3474145688
611	0.347031033
612	0.3465462139
613	0.3461536884
614	0.3458925909
615	0.3456215541
616	0.345394237
617	0.3450889814
618	0.3445530303
619	0.344419502
620	0.3440201588
621	0.3434379881
622	0.34323922
623	0.3429908369
624	0.3428993987
625	0.3426119021
626	0.3423586809
627	0.342092599
628	0.3418289344
629	0.3415588062
630	0.3413568169
631	0.3408937813
632	0.3403721557
633	0.3401939015
634	0.3397739906
635	0.3395030358
636	0.3391202324
637	0.3388483253
638	0.3385760969
639	0.3382895756
640	0.3379211301
641	0.3376438757
642	0.3372855218
643	0.3368134054
644	0.336576836
645	0.3364671522
646	0.3362078549
647	0.3357889765
648	0.33557227
649	0.3353014468
650	0.3350958375
651	0.3347022338
652	0.3345971725
653	0.3343338285
654	0.3341318865
655	0.3338318486
656	0.3333936415
657	0.3330621799
658	0.3326582904
659	0.3325083136
660	0.3321860442
661	0.3320128492
662	0.3319094325
663	0.3316806019
664	0.3315499569
665	0.3312624971
666	0.3308389855
667	0.3306927587
668	0.3303903237
669	0.3302390684
670	0.329842587
671	0.3297025463
672	0.3295552957
673	0.3294009286
674	0.32925884
675	0.3288791346
676	0.3286239389
677	0.3284159157
678	0.3281582564
679	0.3279328534
680	0.3274956014
681	0.3271185901
682	0.3269216319
683	0.3267374588
684	0.32653522
685	0.3261355124
686	0.3259799285
687	0.3257871026
688	0.3254000264
689	0.3251367809
690	0.3248749934
691	0.3246397679
692	0.3242913535
693	0.3240318386
694	0.3237221829
695	0.3232710825
696	0.3228003864
697	0.3224563714
698	0.322317184
699	0.3221993705
700	0.3219990157
701	0.3218947911
702	0.3215939592
703	0.3211404686
704	0.320766886
705	0.3205503465
706	0.3203820557
707	0.3200868225
708	0.3198031059
709	0.3195419143
710	0.3192126272
711	0.3189597264
712	0.3185454915
713	0.318141844
714	0.3177420552
715	0.3176643913
716	0.3174837216
717	0.3171761229
718	0.3168482917
719	0.3165336588
720	0.3161896692
721	0.3161014456
722	0.3157306841
723	0.3155111539
724	0.3152691898
725	0.3150510217
726	0.3149530812
727	0.3147656473
728	0.3144557899
729	0.3141756306
730	0.3140310613
731	0.3136877154
732	0.3133975743
733	0.3129556101
734	0.3126836789
735	0.3125450712
736	0.3122453319
737	0.3118056697
738	0.3115634155
739	0.311231454
740	0.311021334
741	0.3109004812
742	0.3107398828
743	0.310440699
744	0.3102322794
745	0.3098243149
746	0.3095427127
747	0.3092369168
748	0.3091500602
749	0.3089012446
750	0.3086406979
751	0.3083776536
752	0.3081818081
753	0.3080086144
754	0.307776959
755	0.3074454556
756	0.3071010377
757	0.3067098902
758	0.3064845714
759	0.3061997606
760	0.3060380707
761	0.3057908714
762	0.3055041123
763	0.3053186776
764	0.3048907798
765	0.3046562119
766	0.3044881636
767	0.3040371962
768	0.3038340203
769	0.303689731
770	0.3034264451
771	0.3032070946
772	0.3030102269
773	0.30281308
774	0.3024459791
775	0.3022497818
776	0.3020807452
777	0.3019208019
778	0.3016985015
779	0.3014017285
780	0.30111431
781	0.3008091932
782	0.3005549205
783	0.3001902242
784	0.299900031
785	0.2997709778
786	0.2995041731
787	0.2991458405
788	0.2989712356
789	0.2984973322
790	0.298201575
791	0.2979359862
792	0.2977420559
793	0.2976212873
794	0.2973981156
795	0.2972944566
796	0.2970204249
797	0.2967476667
798	0.296386798
799	0.2962425409
800	0.2960992952
801	0.2958248495
802	0.2956634095
803	0.2954924029
804	0.2954236815
805	0.295306437
806	0.2951589928
807	0.2949843135
808	0.2948484526
809	0.2947204385
810	0.2946035678
811	0.2944032654
812	0.2941401097
813	0.2937962749
814	0.2936428375
815	0.2933442161
816	0.2931350753
817	0.2929609102
818	0.2927179192
819	0.2925806376
820	0.2924464396
821	0.2923127601
822	0.29209178
823	0.2920179808
824	0.2916456994
825	0.2915332498
826	0.291444658
827	0.2912418003
828	0.2910476858
829	0.2906865157
830	0.2904780658
831	0.2900487582
832	0.2899259002
833	0.2896662253
834	0.2891919029
835	0.2890994178
836	0.2890396356
837	0.2889020028
838	0.2886719859
839	0.2885590052
840	0.2881853085
841	0.288049093
842	0.2877958001
843	0.2876591831
844	0.2873774037
845	0.2871192199
846	0.2869276472
847	0.2868280191
848	0.2864614169
849	0.2862592365
850	0.2859449737
851	0.285859946
852	0.2855685716
853	0.2853401303
854	0.2850243957
855	0.2847908067
856	0.284594172
857	0.2842733398
858	0.2839236825
859	0.2837528972
860	0.2834667249
861	0.2833402573
862	0.2831990969
863	0.2830713537
864	0.282844627
865	0.2825509893
866	0.2824489167
867	0.2823084071
868	0.2821862704
869	0.2819904811
870	0.2818032916
871	0.2817686559
872	0.281615868
873	0.2815457465
874	0.2811736448
875	0.2810117633
876	0.2807966087
877	0.280575007
878	0.2804177022
879	0.2802733421
880	0.2801349496
881	0.2799090539
882	0.2796553065
883	0.2795438399
884	0.2793680165
885	0.279228078
886	0.2790460733
887	0.2787589621
888	0.2784868854
889	0.2782065972
890	0.2779582902
891	0.2778498048
892	0.2776132764
893	0.2775087333
894	0.2773688511
895	0.277196651
896	0.2769424604
897	0.2766803729
898	0.2765908444
899	0.2764014399
900	0.2762099981
901	0.276103659
902	0.2756593893
903	0.2754216952
904	0.2752577169
905	0.2750841924
906	0.2748294495
907	0.2745032461
908	0.2741676987
909	0.2739810598
910	0.2739158829
911	0.2738176879
912	0.2736212647
913	0.273465139
914	0.2732352874
915	0.2729834586
916	0.2728053201
917	0.2725682419
918	0.2721842685
919	0.2719715975
920	0.2717161635
921	0.2715683885
922	0.2713773822
923	0.2711305707
924	0.2709357053
925	0.2707985132
926	0.2705645357
927	0.2703241622
928	0.2702197507
929	0.2699506186
930	0.2698666985
931	0.269646831
932	0.2694247605
933	0.269101725
934	0.2688677032
935	0.268665729
936	0.2684595818
937	0.2682446025
938	0.2680915611
939	0.2680108796
940	0.2677909395
941	0.2676426284
942	0.2675024737
943	0.2673500302
944	0.2672151809
945	0.2668684746
946	0.266714157
947	0.266525166
948	0.2661409875
949	0.2658622702
950	0.265739082
951	0.2655244259
952	0.2653559258
953	0.2650874146
954	0.2648474771
955	0.2646443396
956	0.2644704517
957	0.2644135863
958	0.2643717727
959	0.2641760376
960	0.264067427
961	0.2639197401
962	0.2636867246
963	0.2634668699
964	0.2633225238
965	0.2631313642
966	0.263026812
967	0.2628977944
968	0.2627368211
969	0.2625461111
970	0.2623846078
971	0.2621494276
972	0.2619684067
973	0.2618198404
974	0.2616454219
975	0.2614495606
976	0.2613397232
977	0.2610895129
978	0.2608913412
979	0.2607109099
980	0.2604622022
981	0.2602758931
982	0.2599387704
983	0.2597486357
984	0.2596108741
985	0.2594910216
986	0.2593886337
987	0.2590993654
988	0.2589910406
989	0.2589055407
990	0.2587659601
991	0.258523615
992	0.2583223689
993	0.2580956946
994	0.2579816165
995	0.2578805615
996	0.2575898759
997	0.257326126
998	0.2571949448
999	0.2569763679
1433
999	0.257414023
